week_ending_date,retailer_name,wmt_item_number,region,brand_name,category,sub_category,sku_id,sku_description,upc,dollar_sales,unit_sales,velocity_per_store,avg_selling_price,num_stores_selling,acv_distribution_pct,oos_rate_pct,prior_year_dollar_sales,prior_year_unit_sales,yoy_dollar_growth_pct
2024-06-15,Walmart,007234101,Northeast,Silke,Personal Care,Hair Care,SKU-C01,Silke Moisturizing Shampoo 8oz,0-85931-00301-2,10776.18,1396,2.165,7.72,645,80.53,1.57,8996.53,1167,19.78
2024-06-15,Walmart,007234101,South Central,Silke,Personal Care,Hair Care,SKU-C01,Silke Moisturizing Shampoo 8oz,0-85931-00301-2,9757.74,1273,2.077,7.67,613,79.56,1.27,8279.58,1074,17.85
2024-06-15,Walmart,007234101,Southeast,Silke,Personal Care,Hair Care,SKU-C01,Silke Moisturizing Shampoo 8oz,0-85931-00301-2,14575.56,1834,2.705,7.95,678,69.79,3.69,10445.84,1355,39.53
2024-06-15,Walmart,007234101,West,Silke,Personal Care,Hair Care,SKU-C01,Silke Moisturizing Shampoo 8oz,0-85931-00301-2,13597.44,1772,2.32,7.67,764,57.98,4.05,12334.57,1600,10.24
2024-06-15,Walmart,007234102,Midwest,Silke,Personal Care,Hair Care,SKU-C02,Silke Volumizing Conditioner 12oz,0-85931-00302-9,9652.04,1268,1.98,7.61,640,77.78,1.81,8273.57,1074,16.66
2024-06-15,Walmart,007234102,Northeast,Silke,Personal Care,Hair Care,SKU-C02,Silke Volumizing Conditioner 12oz,0-85931-00302-9,7583.86,973,1.792,7.79,543,65.36,0.5,6671.24,866,13.68
2024-06-15,Walmart,007234102,South Central,Silke,Personal Care,Hair Care,SKU-C02,Silke Volumizing Conditioner 12oz,0-85931-00302-9,8089.69,1044,1.787,7.75,584,76.01,3.09,6940.86,901,16.55
2024-06-15,Walmart,007234102,Southeast,Silke,Personal Care,Hair Care,SKU-C02,Silke Volumizing Conditioner 12oz,0-85931-00302-9,13056.13,1766,2.324,7.39,760,72.33,4.37,10315,1339,26.57
2024-06-15,Walmart,007234102,West,Silke,Personal Care,Hair Care,SKU-C02,Silke Volumizing Conditioner 12oz,0-85931-00302-9,11311.21,1596,2.306,7.09,692,75.52,1.3,9837.38,1277,14.98
2024-06-15,Walmart,007234103,Midwest,Silke,Personal Care,Hair Care,SKU-C03,Silke Lite Daily Shampoo 12oz,0-85931-00303-6,11848.19,2025,3.392,5.85,597,66.19,2.08,10931.09,1782,8.39
2024-06-15,Walmart,007234103,Northeast,Silke,Personal Care,Hair Care,SKU-C03,Silke Lite Daily Shampoo 12oz,0-85931-00303-6,14300.68,2289,3.953,6.25,579,83.01,3.02,10072.31,1642,41.98
2024-06-15,Walmart,007234103,South Central,Silke,Personal Care,Hair Care,SKU-C03,Silke Lite Daily Shampoo 12oz,0-85931-00303-6,11809.56,1941,3.001,6.08,647,68.25,1.33,10900.42,1777,8.34
2024-06-15,Walmart,007234103,Southeast,Silke,Personal Care,Hair Care,SKU-C03,Silke Lite Daily Shampoo 12oz,0-85931-00303-6,14490.58,2406,3.9,6.02,617,76.42,1.49,11863.48,1934,22.14
2024-06-15,Walmart,007234103,West,Silke,Personal Care,Hair Care,SKU-C03,Silke Lite Daily Shampoo 12oz,0-85931-00303-6,18218.2,2869,4.25,6.35,675,67.6,4.09,13593.32,2216,34.02
2024-06-15,Walmart,007234104,Midwest,Silke,Personal Care,Hair Care,SKU-C04,Silke Premium Repair Mask 16oz,0-85931-00304-3,7404.79,932,1.51,7.95,617,68.58,1.1,7208,901,2.73
2024-06-15,Walmart,007234104,Northeast,Silke,Personal Care,Hair Care,SKU-C04,Silke Premium Repair Mask 16oz,0-85931-00304-3,9457.56,1166,1.796,8.11,649,68.93,1.99,7200,900,31.35
2024-06-15,Walmart,007234104,South Central,Silke,Personal Care,Hair Care,SKU-C04,Silke Premium Repair Mask 16oz,0-85931-00304-3,7161.99,904,1.517,7.92,596,80.54,3.53,6408,801,11.77
2024-06-15,Walmart,007234104,Southeast,Silke,Personal Care,Hair Care,SKU-C04,Silke Premium Repair Mask 16oz,0-85931-00304-3,8822.25,1115,1.822,7.91,612,73.67,3.84,7504,938,17.57
2024-06-15,Walmart,007234104,West,Silke,Personal Care,Hair Care,SKU-C04,Silke Premium Repair Mask 16oz,0-85931-00304-3,10879.19,1364,1.894,7.98,720,60.38,1.27,9248,1156,17.64
2024-06-15,Walmart,007234105,Midwest,Silke,Personal Care,Hair Care,SKU-C05,Silke Classic 2-in-1 Shampoo+Cond 24oz,0-85931-00305-0,13644.7,2239,3.677,6.09,609,62.17,1.87,9786,1631,39.43
2024-06-15,Walmart,007234105,Northeast,Silke,Personal Care,Hair Care,SKU-C05,Silke Classic 2-in-1 Shampoo+Cond 24oz,0-85931-00305-0,12835.22,2075,3.047,6.19,681,55.88,12.76,10398,1733,23.44
2024-06-15,Walmart,007234105,South Central,Silke,Personal Care,Hair Care,SKU-C05,Silke Classic 2-in-1 Shampoo+Cond 24oz,0-85931-00305-0,9231.21,1541,2.855,5.99,540,86.65,2.74,7986,1331,15.59
2024-06-15,Walmart,007234105,Southeast,Silke,Personal Care,Hair Care,SKU-C05,Silke Classic 2-in-1 Shampoo+Cond 24oz,0-85931-00305-0,12818.03,2148,3.465,5.97,620,83.82,1.81,10464,1744,22.5
2024-06-15,Walmart,007234105,West,Silke,Personal Care,Hair Care,SKU-C05,Silke Classic 2-in-1 Shampoo+Cond 24oz,0-85931-00305-0,16404.17,2840,3.869,5.78,734,80.69,1.84,12978,2163,26.4
2024-06-15,Walmart,007234106,Midwest,Silke,Personal Care,Hair Care,SKU-C06,Silke Pro Color-Protect Shampoo 32oz,0-85931-00306-7,15852.33,1919,2.899,8.26,662,71.9,4.93,13640.55,1673,16.21
2024-06-15,Walmart,007234106,Northeast,Silke,Personal Care,Hair Care,SKU-C06,Silke Pro Color-Protect Shampoo 32oz,0-85931-00306-7,14074.77,1782,3.094,7.9,576,62.9,2.61,11276.08,1383,24.82
2024-06-15,Walmart,007234106,South Central,Silke,Personal Care,Hair Care,SKU-C06,Silke Pro Color-Protect Shampoo 32oz,0-85931-00306-7,13085.34,1630,2.81,8.03,580,68.09,4.21,10998.87,1349,18.97
2024-06-15,Walmart,007234106,Southeast,Silke,Personal Care,Hair Care,SKU-C06,Silke Pro Color-Protect Shampoo 32oz,0-85931-00306-7,17681.9,2119,3.001,8.34,706,65.25,4.36,15279.38,1874,15.72
2024-06-15,Walmart,007234106,West,Silke,Personal Care,Hair Care,SKU-C06,Silke Pro Color-Protect Shampoo 32oz,0-85931-00306-7,20587.91,2571,3.759,8.01,684,82.46,2.04,15507.67,1902,32.76
2024-06-15,Walmart,007234107,Midwest,Silke,Personal Care,Hair Care,SKU-C07,Silke Max Salon Kit Shampoo+Cond 6pk,0-85931-00307-4,5007.88,597,0.912,8.39,654,64.75,1.97,4336,542,15.5
2024-06-15,Walmart,007234107,Northeast,Silke,Personal Care,Hair Care,SKU-C07,Silke Max Salon Kit Shampoo+Cond 6pk,0-85931-00307-4,5316.93,650,0.98,8.18,663,61.38,2.9,4176,522,27.32
2024-06-15,Walmart,007234107,South Central,Silke,Personal Care,Hair Care,SKU-C07,Silke Max Salon Kit Shampoo+Cond 6pk,0-85931-00307-4,4761.26,589,1.061,8.08,555,68.72,3.02,3392,424,40.37
2024-06-15,Walmart,007234107,Southeast,Silke,Personal Care,Hair Care,SKU-C07,Silke Max Salon Kit Shampoo+Cond 6pk,0-85931-00307-4,4300.44,534,0.902,8.05,592,76.3,2.25,4128,516,4.18
2024-06-15,Walmart,007234107,West,Silke,Personal Care,Hair Care,SKU-C07,Silke Max Salon Kit Shampoo+Cond 6pk,0-85931-00307-4,5257.49,635,0.997,8.28,637,68.66,2.32,4648,581,13.11
2024-06-15,Walmart,007234108,Midwest,Silke,Personal Care,Hair Care,SKU-C08,Silke Pure Sulfate-Free Shampoo 12pk Travel,0-85931-00308-1,5990.73,710,1.253,8.44,567,67.85,3.26,4699.8,547,27.47
2024-06-15,Walmart,007234108,Northeast,Silke,Personal Care,Hair Care,SKU-C08,Silke Pure Sulfate-Free Shampoo 12pk Travel,0-85931-00308-1,7428.61,868,1.264,8.56,687,70.88,3.33,5412.93,630,37.24
2024-06-15,Walmart,007234108,South Central,Silke,Personal Care,Hair Care,SKU-C08,Silke Pure Sulfate-Free Shampoo 12pk Travel,0-85931-00308-1,5032.11,580,1.055,8.68,550,75.01,3.11,4192.88,488,20.02
2024-06-15,Walmart,007234108,Southeast,Silke,Personal Care,Hair Care,SKU-C08,Silke Pure Sulfate-Free Shampoo 12pk Travel,0-85931-00308-1,6694.42,785,1.155,8.53,680,57.17,2.12,5919.86,689,13.08
2024-06-15,Walmart,007234108,West,Silke,Personal Care,Hair Care,SKU-C08,Silke Pure Sulfate-Free Shampoo 12pk Travel,0-85931-00308-1,7200.66,870,1.198,8.28,726,63.63,1,6615.81,770,8.84
2024-06-15,Walmart,007234109,Midwest,Silke,Personal Care,Hair Care,SKU-C09,Silke Value Bundle Shampoo+Cond+Mask,0-85931-00309-8,8803.63,1064,1.655,8.27,643,74.54,2.45,6855.88,798,28.41
2024-06-15,Walmart,007234109,Northeast,Silke,Personal Care,Hair Care,SKU-C09,Silke Value Bundle Shampoo+Cond+Mask,0-85931-00309-8,6886.23,806,1.404,8.54,574,65.38,1.65,5807.74,676,18.57
2024-06-15,Walmart,007234109,South Central,Silke,Personal Care,Hair Care,SKU-C09,Silke Value Bundle Shampoo+Cond+Mask,0-85931-00309-8,8429.69,954,1.589,8.84,600,70.85,2.8,5885.06,685,43.24
2024-06-15,Walmart,007234109,Southeast,Silke,Personal Care,Hair Care,SKU-C09,Silke Value Bundle Shampoo+Cond+Mask,0-85931-00309-8,10054.29,1149,1.572,8.75,731,64.36,4.85,8178.94,952,22.93
2024-06-15,Walmart,007234109,West,Silke,Personal Care,Hair Care,SKU-C09,Silke Value Bundle Shampoo+Cond+Mask,0-85931-00309-8,10832.89,1210,1.63,8.95,742,75.28,2.75,8703.01,1013,24.47
2024-06-15,Walmart,007234110,Midwest,Silke,Personal Care,Hair Care,SKU-C10,Silke XL Family Shampoo 48oz,0-85931-00310-4,18210.97,2512,3.533,7.25,711,67.06,1.2,16126.33,2166,12.93
2024-06-15,Walmart,007234110,Northeast,Silke,Personal Care,Hair Care,SKU-C10,Silke XL Family Shampoo 48oz,0-85931-00310-4,15506.68,2093,3.196,7.41,655,73.64,2.85,14116.13,1896,9.85
2024-06-15,Walmart,007234110,South Central,Silke,Personal Care,Hair Care,SKU-C10,Silke XL Family Shampoo 48oz,0-85931-00310-4,14627.56,1932,3.513,7.57,550,80.74,1.17,11473.07,1541,27.49
2024-06-15,Walmart,007234110,Southeast,Silke,Personal Care,Hair Care,SKU-C10,Silke XL Family Shampoo 48oz,0-85931-00310-4,17154.43,2301,3.76,7.46,612,74.54,0.5,14577.73,1958,17.68
2024-06-15,Walmart,007234110,West,Silke,Personal Care,Hair Care,SKU-C10,Silke XL Family Shampoo 48oz,0-85931-00310-4,16749.73,2272,3.606,7.37,630,83.35,3.93,15716.85,2111,6.57
2024-06-08,Walmart,003825541,Midwest,Apex,Snacks,Salty Snacks,SKU-A01,Apex Original Sea Salt Thin Crisps 4oz,0-72820-00101-4,26823.19,7060,9.451,3.8,747,67.14,1.16,21307.13,5515,25.89
2024-06-08,Walmart,003825541,Northeast,Apex,Snacks,Salty Snacks,SKU-A01,Apex Original Sea Salt Thin Crisps 4oz,0-72820-00101-4,27245.19,7301,9.385,3.73,778,84.61,3.77,21079.18,5456,29.25
2024-06-08,Walmart,003825541,South Central,Apex,Snacks,Salty Snacks,SKU-A01,Apex Original Sea Salt Thin Crisps 4oz,0-72820-00101-4,23970.19,6041,8.871,3.97,681,81.76,2.8,17868.63,4625,34.15
2024-06-08,Walmart,003825541,Southeast,Apex,Snacks,Salty Snacks,SKU-A01,Apex Original Sea Salt Thin Crisps 4oz,0-72820-00101-4,26064.02,6701,8.983,3.89,746,63.44,2.17,22342.55,5783,16.66
2024-06-08,Walmart,003825541,West,Apex,Snacks,Salty Snacks,SKU-A01,Apex Original Sea Salt Thin Crisps 4oz,0-72820-00101-4,32391.23,8402,9.325,3.86,901,69.96,5.6,28269.13,7317,14.58
2024-06-08,Walmart,003825542,Midwest,Apex,Snacks,Salty Snacks,SKU-A02,Apex Bold BBQ Kettle Chips 8oz,0-72820-00102-1,18605.17,5359,5.876,3.47,912,57.43,1.66,17322.7,5051,7.4
2024-06-08,Walmart,003825542,Northeast,Apex,Snacks,Salty Snacks,SKU-A02,Apex Bold BBQ Kettle Chips 8oz,0-72820-00102-1,15439.15,4547,6.095,3.4,746,62.34,2.04,13461.02,3925,14.7
2024-06-08,Walmart,003825542,South Central,Apex,Snacks,Salty Snacks,SKU-A02,Apex Bold BBQ Kettle Chips 8oz,0-72820-00102-1,14746.19,4214,5.952,3.5,708,65.04,2.28,12370.42,3607,19.21
2024-06-08,Walmart,003825542,Southeast,Apex,Snacks,Salty Snacks,SKU-A02,Apex Bold BBQ Kettle Chips 8oz,0-72820-00102-1,19116.06,5573,7.21,3.43,773,67.72,3.92,15415.87,4495,24
2024-06-08,Walmart,003825542,West,Apex,Snacks,Salty Snacks,SKU-A02,Apex Bold BBQ Kettle Chips 8oz,0-72820-00102-1,19888.68,5665,7.143,3.51,793,77.11,3.03,16568.2,4831,20.04
2024-06-08,Walmart,003825543,Midwest,Apex,Snacks,Salty Snacks,SKU-A03,Apex Lite Veggie Straws 12oz,0-72820-00103-8,40928.48,8816,11.033,4.64,799,61.92,3.56,30495.88,6609,34.21
2024-06-08,Walmart,003825543,Northeast,Apex,Snacks,Salty Snacks,SKU-A03,Apex Lite Veggie Straws 12oz,0-72820-00103-8,26510.57,6101,9.093,4.35,671,71.65,2.25,24331.18,5273,8.96
2024-06-08,Walmart,003825543,South Central,Apex,Snacks,Salty Snacks,SKU-A03,Apex Lite Veggie Straws 12oz,0-72820-00103-8,28495.12,6299,9.063,4.52,695,75.59,2.55,24405.01,5289,16.76
2024-06-08,Walmart,003825543,Southeast,Apex,Snacks,Salty Snacks,SKU-A03,Apex Lite Veggie Straws 12oz,0-72820-00103-8,35675.81,7955,10.957,4.48,726,70.28,1.96,29093.13,6305,22.63
2024-06-08,Walmart,003825543,West,Apex,Snacks,Salty Snacks,SKU-A03,Apex Lite Veggie Straws 12oz,0-72820-00103-8,43135.74,9315,10.87,4.63,857,65.87,2.31,35982.28,7798,19.88
2024-06-08,Walmart,003825544,Midwest,Apex,Snacks,Salty Snacks,SKU-A04,Apex Premium Aged Cheddar Puffs 16oz,0-72820-00104-5,8835.86,2972,4.06,2.97,732,57.34,3.07,7316.98,2361,20.76
2024-06-08,Walmart,003825544,Northeast,Apex,Snacks,Salty Snacks,SKU-A04,Apex Premium Aged Cheddar Puffs 16oz,0-72820-00104-5,7874.51,2710,3.702,2.91,732,66.13,1.57,6951.29,2243,13.28
2024-06-08,Walmart,003825544,South Central,Apex,Snacks,Salty Snacks,SKU-A04,Apex Premium Aged Cheddar Puffs 16oz,0-72820-00104-5,8707.69,2890,4.146,3.01,697,65.75,3.79,6412.04,2069,35.8
2024-06-08,Walmart,003825544,Southeast,Apex,Snacks,Salty Snacks,SKU-A04,Apex Premium Aged Cheddar Puffs 16oz,0-72820-00104-5,12076.05,3952,4.416,3.06,895,84.86,3.85,9396.48,3032,28.52
2024-06-08,Walmart,003825544,West,Apex,Snacks,Salty Snacks,SKU-A04,Apex Premium Aged Cheddar Puffs 16oz,0-72820-00104-5,14411.41,4774,5.328,3.02,896,80.08,0.99,9855.15,3180,46.23
2024-06-08,Walmart,003825545,Midwest,Apex,Snacks,Salty Snacks,SKU-A05,Apex Classic White Cheddar Popcorn 24oz,0-72820-00105-2,7124.37,2281,3.147,3.12,725,72.74,2.75,5667,1889,25.72
2024-06-08,Walmart,003825545,Northeast,Apex,Snacks,Salty Snacks,SKU-A05,Apex Classic White Cheddar Popcorn 24oz,0-72820-00105-2,9091.89,2940,3.422,3.09,859,61.31,3.43,6378,2126,42.55
2024-06-08,Walmart,003825545,South Central,Apex,Snacks,Salty Snacks,SKU-A05,Apex Classic White Cheddar Popcorn 24oz,0-72820-00105-2,6671.16,2059,2.941,3.24,700,75.81,2.43,5034,1678,32.52
2024-06-08,Walmart,003825545,Southeast,Apex,Snacks,Salty Snacks,SKU-A05,Apex Classic White Cheddar Popcorn 24oz,0-72820-00105-2,7328.29,2431,3.302,3.01,736,75,4.12,6039,2013,21.35
2024-06-08,Walmart,003825545,West,Apex,Snacks,Salty Snacks,SKU-A05,Apex Classic White Cheddar Popcorn 24oz,0-72820-00105-2,10512.09,3323,3.497,3.16,950,72.92,3.07,8166,2722,28.73
2024-06-08,Walmart,003825546,Midwest,Apex,Snacks,Salty Snacks,SKU-A06,Apex Pro Protein Pretzels 32oz,0-72820-00106-9,16720.18,3759,5.08,4.45,740,75.39,2.93,15085.2,3351,10.84
2024-06-08,Walmart,003825546,Northeast,Apex,Snacks,Salty Snacks,SKU-A06,Apex Pro Protein Pretzels 32oz,0-72820-00106-9,13664.98,3038,5.123,4.5,593,71.69,4.03,11483.84,2551,18.99
2024-06-08,Walmart,003825546,South Central,Apex,Snacks,Salty Snacks,SKU-A06,Apex Pro Protein Pretzels 32oz,0-72820-00106-9,14601.07,3222,4.61,4.53,699,81.06,2.52,13108.95,2912,11.38
2024-06-08,Walmart,003825546,Southeast,Apex,Snacks,Salty Snacks,SKU-A06,Apex Pro Protein Pretzels 32oz,0-72820-00106-9,21559.51,4787,6.349,4.5,754,69.04,2.99,16138.59,3585,33.59
2024-06-08,Walmart,003825546,West,Apex,Snacks,Salty Snacks,SKU-A06,Apex Pro Protein Pretzels 32oz,0-72820-00106-9,23713.43,5235,5.955,4.53,879,72.13,1.94,19712.94,4379,20.29
2024-06-08,Walmart,003825547,Midwest,Apex,Snacks,Salty Snacks,SKU-A07,Apex Max Variety Pack 6ct,0-72820-00107-6,22766.4,5615,7.417,4.05,757,75.78,2.36,19027.35,4539,19.65
2024-06-08,Walmart,003825547,Northeast,Apex,Snacks,Salty Snacks,SKU-A07,Apex Max Variety Pack 6ct,0-72820-00107-6,24675.82,5973,7.311,4.13,817,66.64,3.11,19509.42,4654,26.48
2024-06-08,Walmart,003825547,South Central,Apex,Snacks,Salty Snacks,SKU-A07,Apex Max Variety Pack 6ct,0-72820-00107-6,18044.8,4416,5.865,4.09,753,75.61,1.62,17413.44,4154,3.63
2024-06-08,Walmart,003825547,Southeast,Apex,Snacks,Salty Snacks,SKU-A07,Apex Max Variety Pack 6ct,0-72820-00107-6,23998.92,5902,8.009,4.07,737,70.48,4.06,19450.74,4640,23.38
2024-06-08,Walmart,003825547,West,Apex,Snacks,Salty Snacks,SKU-A07,Apex Max Variety Pack 6ct,0-72820-00107-6,31217.49,7311,7.938,4.27,921,71.63,1.97,25462.02,6074,22.6
2024-06-08,Walmart,003825548,Midwest,Apex,Snacks,Salty Snacks,SKU-A08,Apex Pure Unsalted Rice Cakes 12pk,0-72820-00108-3,22602.26,5287,6.456,4.28,819,61.65,2.14,19893.7,4406,13.62
2024-06-08,Walmart,003825548,Northeast,Apex,Snacks,Salty Snacks,SKU-A08,Apex Pure Unsalted Rice Cakes 12pk,0-72820-00108-3,19151.42,4174,5.781,4.59,722,73.75,1.68,16660.86,3690,14.95
2024-06-08,Walmart,003825548,South Central,Apex,Snacks,Salty Snacks,SKU-A08,Apex Pure Unsalted Rice Cakes 12pk,0-72820-00108-3,22844.31,5180,6.833,4.41,758,81.61,3.29,16940.8,3752,34.85
2024-06-08,Walmart,003825548,Southeast,Apex,Snacks,Salty Snacks,SKU-A08,Apex Pure Unsalted Rice Cakes 12pk,0-72820-00108-3,22398.11,4689,6.294,4.78,745,66.1,5.22,18999.7,4208,17.89
2024-06-08,Walmart,003825548,West,Apex,Snacks,Salty Snacks,SKU-A08,Apex Pure Unsalted Rice Cakes 12pk,0-72820-00108-3,28717.85,6520,7.401,4.4,881,60.72,3.3,23541.93,5214,21.99
2024-06-08,Walmart,003825549,Midwest,Apex,Snacks,Salty Snacks,SKU-A09,Apex Value Mix Party Pack 36oz,0-72820-00109-0,14559.82,4498,5.486,3.24,820,80.15,5.85,11637.15,3546,25.11
2024-06-08,Walmart,003825549,Northeast,Apex,Snacks,Salty Snacks,SKU-A09,Apex Value Mix Party Pack 36oz,0-72820-00109-0,10633.85,3206,4.673,3.32,686,73.85,3.52,9248.03,2818,14.99
2024-06-08,Walmart,003825549,South Central,Apex,Snacks,Salty Snacks,SKU-A09,Apex Value Mix Party Pack 36oz,0-72820-00109-0,11944.68,3699,4.938,3.23,749,79.37,3.03,9779.67,2980,22.14
2024-06-08,Walmart,003825549,Southeast,Apex,Snacks,Salty Snacks,SKU-A09,Apex Value Mix Party Pack 36oz,0-72820-00109-0,14530.69,4383,5.534,3.32,792,62.03,3.76,11801.24,3596,23.13
2024-06-08,Walmart,003825549,West,Apex,Snacks,Salty Snacks,SKU-A09,Apex Value Mix Party Pack 36oz,0-72820-00109-0,12979.78,3890,4.665,3.34,834,80.46,3.36,13018.78,3967,-0.3
2024-06-08,Walmart,003825550,Midwest,Apex,Snacks,Salty Snacks,SKU-A10,Apex XL Family Size Tortilla Chips 48oz,0-72820-00110-6,22836.79,6434,8.072,3.55,797,69.41,1.24,20662.01,5811,10.53
2024-06-08,Walmart,003825550,Northeast,Apex,Snacks,Salty Snacks,SKU-A10,Apex XL Family Size Tortilla Chips 48oz,0-72820-00110-6,22895.18,6525,8.208,3.51,795,78.74,0.5,19581.09,5507,16.92
2024-06-08,Walmart,003825550,South Central,Apex,Snacks,Salty Snacks,SKU-A10,Apex XL Family Size Tortilla Chips 48oz,0-72820-00110-6,21230.37,6086,8.406,3.49,724,72.86,1.82,17269.9,4857,22.93
2024-06-08,Walmart,003825550,Southeast,Apex,Snacks,Salty Snacks,SKU-A10,Apex XL Family Size Tortilla Chips 48oz,0-72820-00110-6,23977.46,6846,8.288,3.5,826,69.65,2.8,22486.08,6324,6.63
2024-06-08,Walmart,003825550,West,Apex,Snacks,Salty Snacks,SKU-A10,Apex XL Family Size Tortilla Chips 48oz,0-72820-00110-6,30055.63,8265,10.358,3.64,798,69.84,4.44,22756.31,6400,32.08
2024-06-08,Walmart,005519301,Midwest,Bolt,Beverages,Energy Drinks,SKU-B01,Bolt Original Energy Drink 12oz Single,0-61126-00201-3,23776.96,8942,12.419,2.66,720,73.58,0.99,21265.73,8167,11.81
2024-06-08,Walmart,005519301,Northeast,Bolt,Beverages,Energy Drinks,SKU-B01,Bolt Original Energy Drink 12oz Single,0-61126-00201-3,21309.52,8130,13.71,2.62,593,79.92,2.9,16638.67,6390,28.07
2024-06-08,Walmart,005519301,South Central,Bolt,Beverages,Energy Drinks,SKU-B01,Bolt Original Energy Drink 12oz Single,0-61126-00201-3,15512.89,6119,10.233,2.54,598,75.16,2.37,16250.7,6241,-4.54
2024-06-08,Walmart,005519301,Southeast,Bolt,Beverages,Energy Drinks,SKU-B01,Bolt Original Energy Drink 12oz Single,0-61126-00201-3,30530.98,11700,14.924,2.61,784,71.47,5.32,24314.85,9338,25.57
2024-06-08,Walmart,005519301,West,Bolt,Beverages,Energy Drinks,SKU-B01,Bolt Original Energy Drink 12oz Single,0-61126-00201-3,32323.88,12335,17.037,2.62,724,70.71,2.89,23523.28,9034,37.41
2024-06-08,Walmart,005519302,Midwest,Bolt,Beverages,Energy Drinks,SKU-B02,Bolt Zero Sugar Energy 16oz Can,0-61126-00202-0,42288.46,15212,19.756,2.78,770,76.17,3.69,41930.94,14803,0.85
2024-06-08,Walmart,005519302,Northeast,Bolt,Beverages,Energy Drinks,SKU-B02,Bolt Zero Sugar Energy 16oz Can,0-61126-00202-0,35834.47,12730,19.645,2.81,648,60.6,4.01,33523.79,11835,6.89
2024-06-08,Walmart,005519302,South Central,Bolt,Beverages,Energy Drinks,SKU-B02,Bolt Zero Sugar Energy 16oz Can,0-61126-00202-0,42896.88,14992,24.496,2.86,612,71.97,4.1,30660.03,10824,39.91
2024-06-08,Walmart,005519302,Southeast,Bolt,Beverages,Energy Drinks,SKU-B02,Bolt Zero Sugar Energy 16oz Can,0-61126-00202-0,52540.08,18021,24.891,2.92,724,81.66,3.04,41395.58,14614,26.92
2024-06-08,Walmart,005519302,West,Bolt,Beverages,Energy Drinks,SKU-B02,Bolt Zero Sugar Energy 16oz Can,0-61126-00202-0,57926.85,20356,25.1,2.85,811,74.6,1.44,48579.04,17150,19.24
2024-06-08,Walmart,005519303,Midwest,Bolt,Beverages,Energy Drinks,SKU-B03,Bolt Citrus Burst Energy 12oz Single,0-61126-00203-7,30868.32,13044,17.65,2.37,739,82.58,4.12,26123.74,10687,18.16
2024-06-08,Walmart,005519303,Northeast,Bolt,Beverages,Energy Drinks,SKU-B03,Bolt Citrus Burst Energy 12oz Single,0-61126-00203-7,24468.22,9831,15.289,2.49,643,73.46,4.16,21594.19,8834,13.31
2024-06-08,Walmart,005519303,South Central,Bolt,Beverages,Energy Drinks,SKU-B03,Bolt Citrus Burst Energy 12oz Single,0-61126-00203-7,26618.56,10962,16.814,2.43,652,78.27,2.95,21203.08,8674,25.54
2024-06-08,Walmart,005519303,Southeast,Bolt,Beverages,Energy Drinks,SKU-B03,Bolt Citrus Burst Energy 12oz Single,0-61126-00203-7,33995.55,14620,17.55,2.33,833,71.4,0.5,30917.28,12648,9.96
2024-06-08,Walmart,005519303,West,Bolt,Beverages,Energy Drinks,SKU-B03,Bolt Citrus Burst Energy 12oz Single,0-61126-00203-7,32207.47,13126,16.657,2.45,788,79.18,3.38,30641.06,12535,5.11
2024-06-08,Walmart,005519304,Midwest,Bolt,Beverages,Energy Drinks,SKU-B04,Bolt Blue Raspberry Energy 16oz Can,0-61126-00204-4,15835.57,5706,7.251,2.78,787,64.34,1.88,12504.83,4415,26.64
2024-06-08,Walmart,005519304,Northeast,Bolt,Beverages,Energy Drinks,SKU-B04,Bolt Blue Raspberry Energy 16oz Can,0-61126-00204-4,11153.57,3942,6.483,2.83,608,71.25,2.62,9176.81,3240,21.54
2024-06-08,Walmart,005519304,South Central,Bolt,Beverages,Energy Drinks,SKU-B04,Bolt Blue Raspberry Energy 16oz Can,0-61126-00204-4,13054.89,4575,7.049,2.85,649,74.44,3.26,9488.37,3350,37.59
2024-06-08,Walmart,005519304,Southeast,Bolt,Beverages,Energy Drinks,SKU-B04,Bolt Blue Raspberry Energy 16oz Can,0-61126-00204-4,14962.98,4978,6.782,3.01,734,71.88,1.53,12247.08,4324,22.18
2024-06-08,Walmart,005519304,West,Bolt,Beverages,Energy Drinks,SKU-B04,Bolt Blue Raspberry Energy 16oz Can,0-61126-00204-4,17652.89,6243,7.344,2.83,850,73.76,2.48,14855.68,5245,18.83
2024-06-08,Walmart,005519305,Midwest,Bolt,Beverages,Energy Drinks,SKU-B05,Bolt Classic Energy Blend 24oz,0-61126-00205-1,12832.04,4752,6.619,2.7,718,62.56,3.16,11294.4,4025,13.61
2024-06-08,Walmart,005519305,Northeast,Bolt,Beverages,Energy Drinks,SKU-B05,Bolt Classic Energy Blend 24oz,0-61126-00205-1,13866.5,4942,6.336,2.81,780,67.61,2.39,11656.38,4154,18.96
2024-06-08,Walmart,005519305,South Central,Bolt,Beverages,Energy Drinks,SKU-B05,Bolt Classic Energy Blend 24oz,0-61126-00205-1,13246.34,4667,7.039,2.84,663,59.7,0.5,9593.93,3419,38.07
2024-06-08,Walmart,005519305,Southeast,Bolt,Beverages,Energy Drinks,SKU-B05,Bolt Classic Energy Blend 24oz,0-61126-00205-1,13280.11,4989,7.305,2.66,683,67.04,4.2,11280.37,4020,17.73
